INBT 0x8bb5
CMMCL 0x8bd0
OUTBT 0x8bf1
ECHOM 0x8c23
UKPAR 0x8c43
UDDEV 0x8c44
USUNI 0x8c45
EWLIM 0x8c50
EDIER 0x8c51
BRKM 0x8c52
CLTHI 0x8c60
DFCEN 0x8c6c
UKFNC 0x8c70
UKTAG 0x8c71
NWTAG 0x8c72
NAUT 0x8c73
CLCNG 0x8c74
DTRER 0x8c78
NOVAL 0x8c79
MBDCN 0x8c7a
ILADR 0x8c7b
ILDWD 0x8c7c
NOMIR 0x8c7e
TIME 0x8c88
SETCM 0x8c8c
CIBUF 0x8cb5
COBUF 0x8cc1
MGTTY 0x8ccd
MSTTY 0x8cdd
T8INB 0x8cf0
B8OUT 0x8d52
5LAST 0x8d8d
RDSC 0x8d9f
SSDES 0x8db0
GETRT 0x8dc4
EXIOX 0x8dc8
DP100 0x8dce
MSG 0x8dfc
SSTAR 0x8dfd
STSRV 0x8e10
LSSRV 0x8e2b
IOUT 0x8e38
TNOWA 0x8e5b
AIRDW 0x8e79
GTXT 0x8e9f
SPCLO 0x8ebd
INBAC 0x8ee1
MROBJ 0x8ef3
CLOSE 0x8f15
RUSER 0x8f22
MOVSY 0x8f3a
GTYPR 0x8f68
GETYP 0x8f82
DOPEN 0x9036
DMBRK 0x90b5
MTERM 0x90b8
MRSEG 0x90cd
FCPUL 0x90f0
MDLFI 0x90f5
CPULG 0x9119
RSPQE 0x9120
PASET 0x9140
FLOGD 0x9149
PAGET 0x9162
RWPM 0x9185
RMAX 0x920f
RTRAN 0x9210
WTRAN 0x9224
B4INW 0x922b
WXTRA 0x923a
5ERMS 0x9272
UPDSI 0x928e
OSIZE 0x92ac
INBRP 0x92ad
CMCHT 0x92fc
CDVCO 0x9318
COPCO 0x933e
COMND 0x93ed
DESCF 0x9449
EESCF 0x9453
LOOKA 0x945c
SMAX 0x945d
SETBT 0x9480
REABT 0x94a8
SETBS 0x94c7
SETBL 0x9503
UPDAT 0x9533
ABORT 0x954c
PRLS 0x955a
WHERE 0x9577
DABST 0x957f
CLOCK 0x958e
TUSED 0x95a8
RFILE 0x95ac
WFILE 0x95b5
MBTER 0x9626
BAUTI 0x966f
EPHST 0x96ad
EIRWF 0x96d0
LISTR 0x979c
FSWTE 0x982d
WAITF 0x98dd
ABSTR 0x9937
SSCLD 0x993a
RTEXT 0x9964
RSCLD 0x9969
RTWT 0x996b
ERMON 0x997c
ISYSE 0x9989
RSIO 0x99af
TERMS 0x99c4
MAGTP 0x99c7
SMEND 0x9a27
CCTCO 0x9ac7
UELGN 0x9b5f
STABA 0x9bd7
STOBA 0x9bd9
XBADM 0x9bdb
SRMMO 0x9bfe
SLCMO 0x9c00
G5ERM 0x9c22
DFUNC 0x9c3b
IPRIV 0x9e82
CAMAC 0x9eb8
GL 0x9eee
GRTDA 0x9f02
TAPEF 0x9f18
GRTNA 0x9f30
IOXN 0x9f54
ASSIG 0x9f69
GRAPH 0x9f88
INSTR 0x9fb1
